endTime,artistName,trackName,msPlayed
2022-08-21 06:28,Paulo Londra,Chica Paranormal,221214
2022-08-21 06:30,WOS,FRESCO,168417
2022-08-22 00:09,WOS,FRESCO,1788
2022-08-22 00:14,Bizarrap,"Aleman: Bzrp Music Sessions, Vol. 15",16186
2022-08-22 00:24,Philosophize This!,Episode #011 ... The Hellenistic Age Pt. 2 - The Early Stoa and the Cynics,615274
2022-08-22 02:11,Philosophize This!,Episode #011 ... The Hellenistic Age Pt. 2 - The Early Stoa and the Cynics,150016
2022-08-22 02:17,Philosophize This!,Episode #011 ... The Hellenistic Age Pt. 2 - The Early Stoa and the Cynics,85696
2022-08-22 10:31,Philosophize This!,Episode #012 ... The Hellenistic Age Pt. 3 - Hallmarks of Stoic Ethics,678528
2022-08-22 10:35,John Mayer,Gravity,245826
2022-08-22 12:15,Talking Heads,The Lady Don't Mind - 2005 Remaster,128820
2022-08-22 12:18,NAPO,Como Nadie Pudo,110570
2022-08-22 12:18,NAPO,Como Nadie Pudo,2197
2022-08-22 16:04,Philosophize This!,Episode #012 ... The Hellenistic Age Pt. 3 - Hallmarks of Stoic Ethics,2309029
2022-08-22 22:17,Philosophize This!,Episode #013 ... The Hellenistic Age Pt. 4 - Skepticism,2824187
2022-08-22 22:29,Philosophize This!,Episode #014 ... The Hellenistic Age Pt. 5 - A Race To The Dark Ages,717631
2022-08-23 10:30,Soft Cell,Tainted Love,576
2022-08-23 10:30,Philosophize This!,Episode #014 ... The Hellenistic Age Pt. 5 - A Race To The Dark Ages,1173
2022-08-23 10:34,The Human League,Don't You Want Me,236920
2022-08-23 10:37,Sublime,Santeria,183160
2022-08-23 16:13,Pearl Jam,Once,111485
2022-08-23 17:40,Philosophize This!,Episode #014 ... The Hellenistic Age Pt. 5 - A Race To The Dark Ages,1951831
2022-08-23 21:47,Philosophize This!,Episode #015 ... A Period of Transition - Plotinus,2711509
2022-08-24 10:32,Philosophize This!,Episode #015 ... A Period of Transition - Plotinus,1685
2022-08-24 10:34,Stevie Wonder,For Once In My Life,167637
2022-08-24 16:12,Philip Bailey,Easy Lover,218474
2022-08-24 22:01,Philosophize This!,Episode #016 ... Saint Augustine,1794496
2022-08-24 22:01,Philosophize This!,Episode #010 ... The Hellenistic Age Pt. 1 - Epicurus,2816
2022-08-25 10:27,Philosophize This!,Episode #017 ... Boethius,865130
2022-08-25 10:30,Daft Punk,Something About Us,232666
2022-08-25 15:13,Dead Or Alive,You Spin Me Round (Like a Record),130268
2022-08-25 15:24,Philosophize This!,Episode #017 ... Boethius,649136
2022-08-25 15:52,Philosophize This!,Episode #018 ... Avicenna,1576966
2022-08-25 16:24,Philosophize This!,Episode #019 ... Three Islamic Truths,1877674
2022-08-25 21:46,Philosophize This!,Episode #019 ... Three Islamic Truths,789
2022-08-25 22:21,Philosophize This!,Episode #020 ... Two Medieval Approaches To God,2088810
2022-08-26 10:33,Philosophize This!,Episode #020 ... Two Medieval Approaches To God,3136
2022-08-26 10:37,Talking Heads,And She Was - 2005 Remaster,219413
2022-08-26 15:13,Babasónicos,El Loco,213
2022-08-26 15:13,The Police,Synchronicity II,272161
2022-08-26 15:14,Santana,Europa (Earth's Cry Heaven's Smile),1151
2022-08-26 15:53,Philosophize This!,Episode #021 ... One God - St. Thomas Aquinas,105600
2022-08-26 15:58,Farruko,Pepas - Tiësto Remix,32591
2022-08-26 15:58,Drake,Passionfruit,298940
2022-08-26 16:03,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088
2022-08-26 16:06,Drake,One Dance,173986
2022-08-26 16:08,Dance Fruits Music,Alors On Danse,122632
2022-08-26 16:12,Future,Mask Off,204600
2022-08-26 16:15,Junona Boys,Outside,4520
2022-08-26 16:15,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),212000
2022-08-26 16:22,Bell Biv DeVoe,Poison,117056
2022-08-26 16:25,Coolio,Gangsta's Paradise,143189
2022-08-26 21:54,Nat King Cole,Unforgettable,132928
2022-08-26 21:59,Chick Corea,Spain - Composite Alternative Take,333666
2022-08-26 22:02,Duke Ellington,Caravan,136340
2022-08-27 01:43,Pitbull,El Taxi,249800
2022-08-27 01:53,Trueno,Rain,182831
2022-08-27 01:57,Duki,Sin Culpa (feat.DrefQuila),244771
2022-08-27 02:00,WOS,FRESCO,170302
2022-08-27 02:04,WOS,CULPA,215717
2022-08-27 02:10,Paulo Londra,Nena Maldición (feat. Lenny Tavárez),228874
2022-08-27 02:11,Kidd Keo,Dracukeo,31171
2022-08-27 02:14,Duki,Si Te Sentis Sola,178294
2022-08-27 02:17,Bizarrap,"Aleman: Bzrp Music Sessions, Vol. 15",174178
2022-08-27 02:22,Paulo Londra,Tal Vez,264483
2022-08-27 02:26,Paulo Londra,Adan y Eva,258638
2022-08-27 02:30,Maluma,Borro Cassette,207306
2022-08-27 02:33,WOS,CANGURO,196745
2022-08-27 02:35,Bizarrap,"Nicky Jam: Bzrp Music Sessions, Vol. 41",158086
2022-08-27 02:39,NATHY PELUSO,BUENOS AIRES,240315
2022-08-27 02:42,WOS,MELÓN VINO,176394
2022-08-27 02:46,Paulo Londra,Chica Paranormal,221214
2022-08-27 02:50,WOS,TERRAZA,234949
2022-08-27 02:53,Bizarrap,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",177442
2022-08-27 02:56,CA7RIEL,OUKE,178263
2022-08-27 02:59,Trueno,Rain,182831
2022-08-27 03:01,Bhavi,Piso,2507
2022-08-27 03:01,Dillom,A$AP,139293
2022-08-27 03:01,Bizarrap,"Trueno: Bzrp Freestyle Sessions, Vol. 6",1021
2022-08-27 03:02,Duki,Sin Culpa (feat.DrefQuila),743
2022-08-27 03:02,Trueno,Rain II,1462
2022-08-27 03:02,Yo.Soy.Rey,Fumando con marcianos,42144
2022-08-27 03:05,Dillom,PELOTUDA,185905
2022-08-27 03:08,Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",164895
2022-08-27 03:18,Neo Pistea,"Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",456939
2022-08-27 03:21,Duko,Lola,167042
2022-08-27 03:24,Duki,Goteo,164457
2022-08-27 03:28,NATHY PELUSO,VIVIR ASÍ ES MORIR DE AMOR,257379
2022-08-27 03:31,Dillom,OPA,169824
2022-08-27 03:34,Bizarrap,"Trueno: Bzrp Music Sessions, Vol. 16",158983
2022-08-27 03:37,WOS,ANDRÓMEDA,171475
2022-08-27 03:40,Paulo Londra,Dímelo,212515
2022-08-27 03:41,1915,Policía,55600
2022-08-27 03:42,Trueno,DANCE CRIP,46625
2022-08-27 03:46,Illya Kuryaki & The Valderramas,Coolo,225651
2022-08-27 03:49,Trueno,PANAMÁ,171149
2022-08-27 04:03,Paulo Londra,Chica Paranormal,3018
2022-08-27 04:07,Paulo Londra,Nena Maldición (feat. Lenny Tavárez),228874
2022-08-27 04:07,Bizarrap,"Aleman: Bzrp Music Sessions, Vol. 15",27399
2022-08-27 04:07,Trueno,Rain,5309
2022-08-27 04:08,Andrés Calamaro,La parte de adelante,10634
2022-08-27 04:11,Andrés Calamaro,Mi gin tonic,172466
2022-08-27 04:12,Andrés Calamaro,El salmón,39055
2022-08-27 04:14,Los Rodriguez,Para no olvidar,441
2022-08-27 04:14,Los Rodriguez,Mucho mejor (feat. Coque Malla),110852
2022-08-27 04:17,Andrés Calamaro,La parte de adelante,14280
2022-08-27 04:17,Los Rodriguez,Para no olvidar,160519
2022-08-27 04:21,Bhavi,Piso,219924
2022-08-27 04:24,CA7RIEL,OUKE,178263
2022-08-27 04:27,Trueno,Rain,182831
2022-08-27 04:30,Dillom,PELOTUDA,185905
2022-08-27 04:32,WOS,FRESCO,100451
2022-08-27 04:34,Rombai,Cuando Se Pone a Bailar,534
2022-08-27 04:34,Rombai,Locuras contigo,123599
2022-08-27 04:34,Marama,Noche Loca,0
2022-08-27 04:36,Marama,Todo Comenzó Bailando,146506
2022-08-27 17:53,Coldplay,In My Place,1045
2022-08-27 17:58,Bee Gees,Tragedy,303333
2022-08-27 18:04,Spandau Ballet,True - Single Edit,329146
2022-08-27 18:08,Desireless,Voyage voyage,266600
2022-08-27 19:50,Green Day,Basket Case,70022
2022-08-27 19:53,No Te Va Gustar,A las Nueve,207533
2022-08-27 19:55,Bruno Mars,Treasure,135198
2022-08-27 19:59,U2,Pride (In The Name Of Love) - Remastered 2009,228426
2022-08-27 20:03,The Gap Band,Burn Rubber On Me (Why You Wanna Hurt Me),252306
2022-08-27 20:07,Duran Duran,Hungry Like the Wolf - 2009 Remaster,220626
2022-08-27 20:34,Ciro y los Persas,Vas a Bailar,34633
2022-08-27 20:37,Stevie Wonder,For Once In My Life,169800
2022-08-27 20:41,The Black Keys,Fever,246306
2022-08-27 20:44,The Cure,The End Of The World,168728
2022-08-27 23:36,Santana,Black Magic Woman - Single Version,196466
2022-08-27 23:39,Rush,YYZ,125465
2022-08-28 00:18,Stevie Wonder,Isn't She Lovely,394266
2022-08-28 00:22,Andy Timmons,Electric Gypsy,273306
2022-08-28 02:40,Dave Weckl,Higher Ground,104226
2022-08-28 02:47,Chet Baker,Autumn Leaves,422640
2022-08-28 02:48,Art Tatum,Tiger Rag,20081
2022-08-28 02:54,Dizzy Gillespie,On The Sunny Side Of The Street,342891
2022-08-28 02:56,Randy Newman,"Monsters, Inc.",126386
2022-08-28 03:00,John La Barbera Big Band,Tiger of San Pedro,266466
2022-08-28 03:09,Miles Davis,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",562400
2022-08-28 03:12,The Greatest Bits,"Dolphin Shoals (From ""Mario Kart 8"")",177412
2022-08-28 03:15,Duke Ellington,Satin Doll,179333
2022-08-28 03:21,The Cannonball Adderley Quintet,Work Song - Remastered,307626
2022-08-28 03:22,M.S. Art,The Naked Gun - Main Theme,111084
2022-08-28 03:28,The Dave Brubeck Quartet,Take Five,324133
2022-08-28 03:31,Ella Fitzgerald,Misty,174066
2022-08-29 10:32,Clifford Brown,Sandu,166601
2022-08-29 10:37,Los Rodriguez,Engánchate conmigo,308760
2022-08-29 10:40,Los Rodriguez,"Palabras más, palabras menos",211760
2022-08-29 13:19,Los Rodriguez,Me estás atrapando otra vez - Edición Aniversario,91600
2022-08-29 21:47,Los Rodriguez,Diez años después,132096
2022-08-29 22:13,Philosophize This!,Episode #021 ... One God - St. Thomas Aquinas,1586629
2022-08-29 22:21,Philosophize This!,Episode #022 ... Blast off to the Renaissance!,424049
2022-08-30 10:28,Fito Paez,Giros,225240
2022-08-30 10:30,Fito Paez,Y dale alegría a mi corazón,129076
2022-08-30 16:01,Philosophize This!,Episode #022 ... Blast off to the Renaissance!,739818
2022-08-30 17:55,Duke Ellington,"Take the ""A"" Train",344600
2022-08-30 20:31,Clifford Brown,Sandu,252510
2022-08-30 20:36,Count Basie,"Li'l Darlin' - Live At The Tropicana Hotel, Las Vegas/1969",297469
2022-08-30 20:38,Michael Giacchino,Off to Work,119280
2022-08-30 20:43,Chick Corea,Spain - Composite Alternative Take,333666
2022-08-30 20:45,Chet Baker,Autumn Leaves,137086
2022-09-01 15:26,Philosophize This!,Episode #022 ... Blast off to the Renaissance!,482077
2022-09-01 15:58,Philosophize This!,Episode #023 ... Machiavelli,1616442
2022-09-01 16:25,Philosophize This!,Episode #025 ... A Scientific Method For Your Life!,725
2022-09-01 16:25,Philosophize This!,Episode #024 ... Montaigne,1651370
2022-09-01 22:16,Philosophize This!,Episode #025 ... A Scientific Method For Your Life!,1755923
2022-09-01 22:22,Philosophize This!,Episode #028 ... Rene Descartes pt. 1 - Context,317773
2022-09-02 22:51,Chet Baker,Autumn Leaves,15637
2022-09-02 22:51,Bill Evans,Autumn Leaves,5440
2022-09-02 22:51,Chet Baker,Autumn Leaves,9194
2022-09-02 22:51,Cannonball Adderley,Autumn Leaves,3050
2022-09-04 23:22,Chet Baker,Autumn Leaves,9055
2022-09-04 23:22,The Cannonball Adderley Quintet,Work Song - Remastered,743
2022-09-04 23:22,Chet Baker,Autumn Leaves,423573
2022-09-04 23:22,Paul Desmond,"The Theme from ""Black Orpheus""",1369
2022-09-04 23:27,Clifford Brown,Sandu,297040
2022-09-04 23:32,Dizzy Gillespie,On The Sunny Side Of The Street,342891
2022-09-04 23:35,Oscar Peterson,Blue And Sentimental,146093
2022-09-04 23:38,Chet Baker,But Not For Me - Vocal Version,175940
2022-09-04 23:38,Oscar Peterson Trio,Days Of Wine And Roses,4063
2022-09-04 23:47,Dexter Gordon,Blue bossa,529600
2022-09-04 23:51,Franz Liszt,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",270000
2022-09-04 23:54,Dizzy Gillespie,All The Things You Are,169506
2022-09-04 23:55,The Dave Brubeck Quartet,Take Five,50978
2022-09-05 15:10,The Dave Brubeck Quartet,Take Five,15360
2022-09-05 15:37,Philosophize This!,Episode #028 ... Rene Descartes pt. 1 - Context,1476565
2022-09-05 15:39,Philosophize This!,Episode #029 ... Descartes pt. 2 - See episode description,105216
2022-09-05 16:04,Philosophize This!,Episode #030 ... Descartes pt. 3 - God Exists,1492117
2022-09-05 16:21,Philosophize This!,Episode #031 ... Pascal's Wager,1005226
2022-09-05 21:19,Philosophize This!,Episode #031 ... Pascal's Wager,596416
2022-09-05 21:46,Philosophize This!,Episode #032 ... Blaise Pascal pt. 2 - +EV your way to success!!,1591189
2022-09-06 16:08,Oasis,Champagne Supernova - Remastered,315050
2022-09-06 16:13,Steve Vai,The Crying Machine,290826
2022-09-06 16:16,"Tyler, The Creator",EARFQUAKE,190066
2022-09-06 16:20,Van Halen,Panama - 2015 Remaster,210226
2022-09-06 16:20,Cheryl Freeman,The Gospel Truth I / Main Titles - Hercules,11785
2022-09-06 16:23,Talking Heads,Don't Worry About the Government - 2005 Remaster,182120
2022-09-06 16:27,New Radicals,You Get What You Give,123300
2022-09-06 17:54,Clifford Brown,Sandu,81557
2022-09-06 17:56,Duke Ellington,Caravan,56960
2022-09-06 20:42,Dexter Gordon,Blue bossa,395989
2022-09-06 20:46,Vinnie Moore,Rain,266160
2022-09-06 20:52,Vinnie Moore,The Maze,304582
2022-09-06 20:52,Stevie Ray Vaughan,Scuttle Buttin',3071
2022-09-07 10:33,Red Hot Chili Peppers,Snow (Hey Oh),0
2022-09-07 10:33,Charlie Puth,Attention,208786
2022-09-07 10:33,The Weeknd,Starboy,1365
2022-09-07 15:14,The Weeknd,I Feel It Coming,108586
2022-09-07 15:17,Jx.Zero,Playboy,9758
2022-09-07 15:17,Dr. Octagon,Blue Flowers,197400
2022-09-07 15:20,SwitchOTR,Coming for You (feat. A1 x J1),178285
2022-09-07 15:26,Drake,Passionfruit,190046
2022-09-07 15:57,Philosophize This!,Episode #033 ... Spinoza pt. 1 - From Baruch to Benedicto,1781333
2022-09-07 16:08,Philosophize This!,Episode #034 ... Spinoza pt. 2 - Force of Nature,494826
2022-09-08 10:25,Philosophize This!,Episode #034 ... Spinoza pt. 2 - Force of Nature,2218
2022-09-08 10:29,Crowded House,Don't Dream It's Over,236933
2022-09-08 15:16,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),60230
2022-09-08 15:40,Philosophize This!,Episode #034 ... Spinoza pt. 2 - Force of Nature,1209536
2022-09-08 22:03,Philosophize This!,Episode #035 ... John Locke pt. 1,1773824
2022-09-08 22:08,Randy Newman,"Monsters, Inc.",10132
2022-09-08 22:08,John La Barbera Big Band,Tiger of San Pedro,266466
2022-09-08 22:11,Ella Fitzgerald,Misty,174066
2022-09-08 22:15,Duke Ellington,Caravan,254906
2022-09-09 15:29,Chick Corea,Spain,674325
2022-09-09 15:56,Philosophize This!,Episode #036 ... John Locke pt. 2 - The Blank Slate,1373162
2022-09-09 16:10,Philosophize This!,Episode #036 ... John Locke pt. 2 - The Blank Slate,422482
2022-09-09 16:28,Philosophize This!,Episode #037 ... Leibniz pt. 1 - A Million Points of Light,1012032
2022-09-09 20:23,Philosophize This!,Episode #037 ... Leibniz pt. 1 - A Million Points of Light,996130
2022-09-09 20:24,Philosophize This!,Episode #010 ... The Hellenistic Age Pt. 1 - Epicurus,53012
2022-09-09 20:25,Philosophize This!,Episode #011 ... The Hellenistic Age Pt. 2 - The Early Stoa and the Cynics,673
2022-09-09 20:40,Philosophize This!,Episode #038 ... Leibniz pt. 2 - The Best of All Possible Worlds,923989
2022-09-11 03:48,Philosophize This!,Episode #038 ... Leibniz pt. 2 - The Best of All Possible Worlds,3114
2022-09-11 03:48,Ricardo Mollo,Par Mil,554
2022-09-11 03:48,Divididos,Par Mil,234
2022-09-11 03:51,Divididos,Par Mil,198706
2022-09-11 03:55,Los Pericos,Pupilas Lejanas,234720
2022-09-11 03:58,Soda Stereo,Té para Tres,144306
2022-09-11 03:59,Patricio Rey y sus Redonditos de Ricota,Caña Seca y un Membrillo,52852
2022-09-13 10:24,Los Enanitos Verdes,La Muralla Verde,682
2022-09-13 10:24,Los Enanitos Verdes,Lamento Boliviano,469
2022-09-13 10:27,Soda Stereo,Cuando Pase El Temblor - Remasterizado 2007,224213
2022-09-13 10:29,Soda Stereo,Nada Personal - Remasterizado 2007,75925
2022-09-13 18:59,Philosophize This!,Episode #039 ... The Limits of Empiricism,832
2022-09-13 19:11,Philosophize This!,Episode #038 ... Leibniz pt. 2 - The Best of All Possible Worlds,726634
2022-09-13 19:36,Philosophize This!,Episode #039 ... The Limits of Empiricism,1091882
2022-09-14 02:11,Chick Corea,Spain,423473
2022-09-15 12:18,Joe Satriani,"Always with Me, Always with You",202533
2022-09-15 12:23,Santana,Europa (Earth's Cry Heaven's Smile),305946
2022-09-15 12:28,Vinnie Moore,Rain,266160
2022-09-15 12:31,Vinnie Moore,The Maze,192052
2022-09-15 16:24,Vinnie Moore,The Maze,330265
2022-09-15 16:55,Santana,Samba Pa Ti,277805
2022-09-15 16:59,Vulfpeck,Dean Town,213302
2022-09-15 18:06,Orianthi,Highly Strung,3506
2022-09-15 18:06,Steve Vai,The Crying Machine,135928
2022-09-15 18:10,Rush,Limelight,259840
2022-09-15 18:15,Rush,YYZ,265840
2022-09-15 18:20,George Michael,Careless Whisper,300106
2022-09-15 18:23,Santana,Black Magic Woman - Single Version,196466
2022-09-15 18:29,Dave Weckl,Higher Ground,353229
2022-09-15 18:36,Stevie Wonder,Isn't She Lovely,427755
2022-09-15 18:56,Santana,Europa (Earth's Cry Heaven's Smile),305946
2022-09-15 19:00,Vinnie Moore,Rain,266160
2022-09-15 20:10,Vinnie Moore,The Maze,169095
2022-09-15 22:07,Parliament,Flash Light,346666
2022-09-15 22:13,CHIC,Good Times,353164
2022-09-16 10:32,CHIC,Good Times,142228
2022-09-16 10:38,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),351223
2022-09-16 10:41,Michael Jackson,Rock with You - Single Version,170303
2022-09-16 15:33,Philosophize This!,Episode #039 ... The Limits of Empiricism,462336
2022-09-16 15:33,Philosophize This!,Episode #010 ... The Hellenistic Age Pt. 1 - Epicurus,960
2022-09-16 15:34,Pomplamoose,September,1514
2022-09-16 15:34,Pomplamoose,Like A Prayer,703
2022-09-16 15:34,Kool & The Gang,Get Down On It - Single Version,1066
2022-09-16 15:34,Miley Cyrus,Party In The U.S.A.,661
2022-09-16 15:34,Rusted Root,Send Me on My Way,1344
2022-09-16 15:34,Parliament,Flash Light,3029
2022-09-16 15:34,Scary Pockets,Somebody That I Used to Know,1920
2022-09-16 15:37,Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",209506
2022-09-16 15:41,Scary Pockets,Girls Just Want to Have Fun,17157
2022-09-16 15:41,Rick James,Super Freak,205466
2022-09-16 15:47,Michael Jackson,Don't Stop 'Til You Get Enough,253504
2022-09-17 00:32,Scary Pockets,Fix You,8755
2022-09-17 00:32,Michael Jackson,Don't Stop 'Til You Get Enough,112216
2022-09-17 00:34,Scary Pockets,Hey Jude,1749
2022-09-17 00:34,"Earth, Wind & Fire",Let's Groove,133674
2022-09-17 00:39,Michael Jackson,Billie Jean,293826
2022-09-17 00:39,Scary Pockets,Yesterday,11657
2022-09-17 00:43,Scary Pockets,Creep,41150
2022-09-17 00:43,Maroon 5,This Love,206200
2022-09-17 00:48,Mark Ronson,Uptown Funk (feat. Bruno Mars),269666
2022-09-17 00:52,Bill Withers,Use Me,228506
2022-09-17 00:54,Scary Pockets,Can't Buy Me Love,129000
2022-09-17 00:58,Stevie Wonder,Sir Duke,232760
2022-09-17 01:02,Duran Duran,Pressure Off (feat. Janelle Monáe and Nile Rodgers),261135
2022-09-17 01:05,Scary Pockets,Sweet Child O' Mine,169343
2022-09-17 01:09,Scary Pockets,Wonderwall,222000
2022-09-17 01:10,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),78178
2022-09-17 03:46,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),155453
2022-09-17 03:49,Chet Baker,There Will Never Be Another You - Vocal Version,180626
2022-09-17 03:59,Chick Corea,Spain,590866
2022-09-17 04:03,Ray Charles,Georgia on My Mind - Original Master Recording,217414
2022-09-17 04:05,Randy Newman,"Monsters, Inc.",3176
2022-09-17 04:05,Frank Sinatra,Fly Me To The Moon - 2008 Remastered,147520
2022-09-17 04:08,Joe Henderson,Blue Bossa - Remastered,135445
2022-09-17 04:10,Michael Giacchino,Off to Work,119280
2022-09-17 04:13,Frank Sinatra,"New York, New York",210360
2022-09-17 15:14,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,1973
2022-09-17 15:14,Lalo Leyva,Vuelvo A Ver,1358
2022-09-17 15:14,The Kid LAROI,STAY (with Justin Bieber),4481
2022-09-17 15:14,Crystal Waters,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit,45464
2022-09-17 15:14,Crystal Waters,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit,2217
2022-09-17 15:14,Gavriel,Here’s to Coping,1718
2022-09-17 15:14,Becky G,MAMIII,1880
2022-09-17 15:15,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,1811
2022-09-17 15:15,Shouse,Love Tonight (David Guetta Remix Edit),5526
2022-09-17 15:15,Chase Beadle,Can't Explain It,4167
2022-09-17 15:15,Joan Rafart,Luces rojas de neón,1021
2022-09-17 15:15,Teddy Beats,No Plans,2414
2022-09-17 15:15,ACRAZE,Do It To It,7825
2022-09-17 15:15,James Hype,Ferrari,1787
2022-09-17 15:16,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4760
2022-09-17 15:16,Rosa Linn,SNAP,1996
2022-09-17 15:16,One Direction,Night Changes,34
2022-09-17 15:16,Crystal Waters,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit,1091
2022-09-17 15:16,Maso,Baby tell me,11261
2022-09-17 15:16,MC 2jhow,Mtg - Vem Sentando Vem (feat. Dj Nbeat),4376
2022-09-17 15:16,David Guetta,I'm Good (Blue),38603
2022-09-17 15:16,Bad Bunny,Me Porto Bonito,1428
2022-09-17 15:16,Manuel Turizo,La Bachata,1428
2022-09-17 15:16,Boza,Hecha Pa' Mi,1462
2022-09-17 15:18,GAYLE,abcdefu,115612
2022-09-17 15:19,GAYLE,abcdefu,53068
2022-09-17 15:20,Lalo Leyva,Vuelvo A Ver,2018
2022-09-17 15:20,White Ribbon Day,Waste It,9583
2022-09-17 15:20,lilac frog,Could Have Been Us,270
2022-09-17 15:20,Ozuna,Apretaito,125
2022-09-17 15:20,Chase Beadle,Can't Explain It,963
2022-09-17 15:20,Kajax,Set Fire To The Rain - Remix,35802
2022-09-17 15:20,Phonez,Down Again,799
2022-09-17 15:20,Black Eyed Peas,DON'T YOU WORRY,2020
2022-09-17 15:20,DayBright,Victim To The Club,2588
2022-09-17 15:22,Jidanofu,Drink A Yak,105360
2022-09-17 15:23,Playa G,Drink A Yak,57478
2022-09-17 15:23,Charly García,Peluca Telefónica,4406
2022-09-17 15:24,Charly García,Los Dinosaurios,428
2022-09-17 15:24,Charly García,Bancate Ese Defecto,6731
2022-09-17 15:24,Charly García,Reloj de Plastilina,1757
2022-09-17 15:24,Charly García,Rompan Todo,1664
2022-09-17 15:28,Charly García,Dos edificios dorados,1530
2022-09-17 15:28,Charly García,Chipi-Chipi,1164
2022-09-17 15:28,Charly García,Lament,1005
2022-09-17 15:28,Charly García,Canción Para Mi Muerte,245305
2022-09-17 15:28,Charly García,Calle [Taxi],14744
2022-09-17 15:28,Charly García,Atlantis - Parte II,385
2022-09-17 15:33,Charly García,El fantasma de Canterville,272128
2022-09-17 15:36,Charly García,Tu Amor,185213
2022-09-17 15:40,Charly García,Cerca De La Revolucion,278518
2022-09-17 15:43,Charly García,Promesas Sobre El Bidet,163139
2022-09-17 15:45,Charly García,Anhedonia,133894
2022-09-17 15:49,Charly García,Raros Peinados Nuevos,216762
2022-09-17 15:53,Charly García,Mientes,252800
2022-09-17 15:57,Charly García,Ojos De Video Tape,216008
2022-09-17 16:01,Charly García,Inconsciente Colectivo,234079
2022-09-17 16:03,Charly García,Demoliendo Hoteles,135096
2022-09-17 16:08,Charly García,Cerca De La Revolución,280155
2022-09-17 16:12,Charly García,Hablando a Tu Corazón,253997
2022-09-17 16:15,Charly García,Me Siento Mucho Mejor,183429
2022-09-17 16:18,Charly García,Pubis Angelical,148279
2022-09-17 16:21,Charly García,Mi Nena,167938
2022-09-17 16:27,Serú Girán,Eiti Leda - Live,393888
2022-09-17 16:31,Charly García,Inconsciente Colectivo,232502
2022-09-17 16:31,Duke Ellington,Caravan,62021
2022-09-17 16:35,Serú Girán,Peperina,218652
2022-09-17 16:40,Serú Girán,Cinema Verité,290727
2022-09-17 16:42,Serú Girán,Parado En El Medio De La Vida,141553
2022-09-17 16:49,Serú Girán,Esperando Nacer,344224
2022-09-17 16:54,Serú Girán,Canción De Alicia En El País - Remastered 2012,262250
2022-09-17 16:58,Charly García,Buscando un Símbolo de Paz,281251
2022-09-17 17:03,Charly García,La Ruta del Tentempié,258344
2022-09-17 17:06,Charly García,De Mí,185373
2022-09-17 17:09,Charly García,Los Dinosaurios,203004
2022-09-17 17:14,Charly García,La Máquina de Ser Feliz,278290
2022-09-17 17:18,Charly García,No Me Dejan Salir,258333
2022-09-17 17:23,Charly García,Superhéroes,267001
2022-09-17 17:27,Charly García,La Gente Es la Misma,226816
2022-09-17 17:31,Charly García,La Máquina de Ser Feliz,278292
2022-09-17 20:36,Joe Satriani,"Always with Me, Always with You",202533
2022-09-17 20:41,Santana,Europa (Earth's Cry Heaven's Smile),305946
2022-09-17 20:46,Vinnie Moore,Rain,266160
2022-09-17 21:16,Vinnie Moore,Rain,28010
2022-09-17 21:16,Vinnie Moore,The Maze,176030
2022-09-17 23:38,Vinnie Moore,Rain,266160
2022-09-17 23:39,Vinnie Moore,The Maze,27484
2022-09-17 23:40,Stevie Ray Vaughan,Scuttle Buttin',111920
2022-09-17 23:45,Andy Timmons,Electric Gypsy,273306
2022-09-17 23:47,Santana,Samba Pa Ti,98957
2022-09-19 04:09,Stevie Ray Vaughan,Scuttle Buttin',6363
2022-09-20 16:05,Cory Wong,Follow The Light,0
2022-09-20 16:09,Scary Pockets,Fix You,3605
2022-09-20 16:09,Duran Duran,Notorious,232277
2022-09-20 16:13,Cory Wong,Follow The Light,244285
2022-09-20 16:19,Scary Pockets,You've Got a Friend in Me,1847
2022-09-20 16:19,"Earth, Wind & Fire",Let's Groove,339320
2022-09-20 20:17,Joe Satriani,"Always with Me, Always with You",202533
2022-09-20 20:23,Santana,Europa (Earth's Cry Heaven's Smile),305946
2022-09-20 20:28,Vinnie Moore,Rain,283890
2022-09-20 22:17,Vinnie Moore,The Maze,185094
